id,neighbourhood,price,stay_type,avgprice
22009898,Harlem,54.0,1,112.78284126547456
22010459,Harlem,73.0,1,112.78284126547456
22010594,Gramercy,94.0,1,168.1011574074074
22011027,Fort Greene,300.0,1,146.19026548672565
22012650,Gramercy,186.0,1,168.1011574074074
22013965,Elmhurst,50.0,1,88.88461538461539
22016473,Williamsburg,85.0,1,137.40992321323094
22017362,Carroll Gardens,49.0,1,151.22549019607843
22017432,Clinton Hill,150.0,1,139.83703703703705
22019218,Bushwick,51.0,1,90.89435989256938
22019711,Washington Heights,45.0,1,91.67719002293578
22020038,Harlem,115.0,1,112.78284126547456
22020298,Bushwick,60.0,1,90.89435989256938
22026647,Williamsburg,150.0,1,137.40992321323094
22026830,Greenwood,131.0,1,135.74666666666667
22028307,Park Slope,300.0,1,156.9579831932773
22028894,Elmhurst,88.0,1,88.88461538461539
22030593,Cobble Hill,200.0,1,168.36170212765958
22031683,Lower East Side,120.0,1,158.55794867075664
22032243,Midtown,145.0,1,245.98121224627874
22032656,Bedford Stuyvesant,75.0,1,105.70102090422947
22033927,Bedford Stuyvesant,325.0,1,105.70102090422947
22035333,Flushing,53.0,1,80.80463576158941
22035507,Midtown,90.0,1,245.98121224627874
22037644,Upper West Side,110.0,1,164.86134589041097
22037715,St. Albans,250.0,1,98.17241379310344
22043923,Cobble Hill,105.0,1,168.36170212765958
22044014,Upper West Side,100.0,1,164.86134589041097
22047243,Upper West Side,125.0,1,164.86134589041097
22047750,East New York,75.0,1,94.9917695473251
22049875,Bushwick,90.0,1,90.89435989256938
22050355,Astoria,95.0,1,99.68881685575364
22050927,Flushing,98.0,1,80.80463576158941
22051488,Flushing,120.0,1,80.80463576158941
22051523,Lower East Side,90.0,1,158.55794867075664
22054258,South Bronx,45.0,1,86.93132333333332
22055300,Elmhurst,41.0,1,88.88461538461539
22057103,Upper West Side,175.0,1,164.86134589041097
22058411,East Harlem,200.0,1,121.45999165354331
22058586,Prospect Lefferts Gardens,60.0,1,98.17100371747212
22060142,Carroll Gardens,130.0,1,151.22549019607843
22063652,Upper West Side,170.0,1,164.86134589041097
22064262,Murray Hill,150.0,1,197.11757901785717
22064927,College Point,59.0,1,69.16666666666667
22065495,Washington Heights,65.0,1,91.67719002293578
22066430,Williamsburg,148.0,1,137.40992321323094
22067406,Dyker Heights,90.0,1,113.5
22067826,Greenpoint,80.0,1,136.96753246753246
22069581,Flushing,45.0,1,80.80463576158941
22075971,Williamsburg,57.0,1,137.40992321323094
22076192,Bedford Stuyvesant,50.0,1,105.70102090422947
22076961,East Harlem,132.0,1,121.45999165354331
22078755,East Village,250.0,1,159.5356283068783
22079387,Chelsea,299.0,1,188.13311841004185
22081938,East Harlem,60.0,1,121.45999165354331
22082514,Bedford Stuyvesant,75.0,1,105.70102090422947
22082903,Harlem,91.0,1,112.78284126547456
22083540,Clinton Hill,160.0,1,139.83703703703705
22086968,Van Nest,100.0,1,65.73333333333333
22087093,Kingsbridge,55.0,1,79.10526315789474
22087812,Clifton,65.0,1,85.75
22088180,Harlem,49.0,1,112.78284126547456
22088301,Williamsburg,129.0,1,137.40992321323094
22096182,Flatbush,50.0,1,92.42756183745583
22097438,Upper East Side,143.0,1,165.82365635198136
22099266,Bedford Stuyvesant,65.0,1,105.70102090422947
22100149,Sunset Park,150.0,1,106.48186528497409
22100318,Washington Heights,200.0,1,91.67719002293578
22100911,Upper West Side,100.0,1,164.86134589041097
22100970,Gramercy,142.0,1,168.1011574074074
22101034,Springfield Gardens,50.0,1,93.39189189189189
22101696,Bedford Stuyvesant,185.0,1,105.70102090422947
22101965,Windsor Terrace,160.0,1,126.875
22102108,Clinton,179.0,1,165.18030573843416
22102113,Astoria,55.0,1,99.68881685575364
22105520,Crown Heights,225.0,1,116.16734693877551
22107023,Bedford Stuyvesant,150.0,1,105.70102090422947
22107142,Prospect Lefferts Gardens,100.0,1,98.17100371747212
22107514,Prospect Lefferts Gardens,85.0,1,98.17100371747212
22108306,Bedford Stuyvesant,150.0,1,105.70102090422947
22108932,Inwood,70.0,1,91.49193548387096
22114333,East Harlem,99.0,1,121.45999165354331
22115009,Corona,45.0,1,76.5625
22120170,Borough Park,50.0,1,73.98701298701299
22120433,Williamsburg,150.0,1,137.40992321323094
22122354,Upper West Side,150.0,1,164.86134589041097
22122388,Randall Manor,149.0,1,91.61538461538461
22122470,East Harlem,210.0,1,121.45999165354331
22122614,Washington Heights,150.0,1,91.67719002293578
22123573,Bedford Stuyvesant,350.0,1,105.70102090422947
22125701,Bedford Stuyvesant,50.0,1,105.70102090422947
22126048,East New York,50.0,1,94.9917695473251
22126122,Upper West Side,250.0,1,164.86134589041097
22130055,Richmond Hill,125.0,1,92.56060606060606
22142575,Williamsburg,160.0,1,137.40992321323094
22142636,East Harlem,150.0,1,121.45999165354331
22143436,Chelsea,200.0,1,188.13311841004185
22144662,Chelsea,109.0,1,188.13311841004185
22145643,Upper East Side,75.0,1,165.82365635198136
22147426,Harlem,249.0,1,112.78284126547456
22148073,Borough Park,56.0,1,73.98701298701299
22148416,Bushwick,127.0,1,90.89435989256938
22150519,Elmhurst,83.0,1,88.88461538461539
22150523,Canarsie,290.0,1,96.925
22151092,Borough Park,56.0,1,73.98701298701299
22151598,Upper East Side,200.0,1,165.82365635198136
22152376,East Flatbush,195.0,1,91.9221183800623
22153425,Flatbush,125.0,1,92.42756183745583
22156875,Upper West Side,195.0,1,164.86134589041097
22159096,Sunset Park,180.0,1,106.48186528497409
22160759,Washington Heights,50.0,1,91.67719002293578
22160989,East Harlem,200.0,1,121.45999165354331
22161352,Williamsburg,90.0,1,137.40992321323094
22161395,Bedford Stuyvesant,70.0,1,105.70102090422947
22162572,Upper West Side,190.0,1,164.86134589041097
22163623,East New York,125.0,1,94.9917695473251
22165628,Greenpoint,40.0,1,136.96753246753246
22165957,Carroll Gardens,68.0,1,151.22549019607843
22166055,East Flatbush,150.0,1,91.9221183800623
22166900,East Village,260.0,1,159.5356283068783
22167066,Harlem,79.0,1,112.78284126547456
22169350,Midtown,130.0,1,245.98121224627874
22169843,East Village,90.0,1,159.5356283068783
22173625,East New York,55.0,1,94.9917695473251
22173762,Astoria,280.0,1,99.68881685575364
22174923,Bushwick,89.0,1,90.89435989256938
22175297,Bedford Stuyvesant,42.0,1,105.70102090422947
22175513,Crown Heights,85.0,1,116.16734693877551
22176062,Borough Park,56.0,1,73.98701298701299
22176678,Harlem,90.0,1,112.78284126547456
22176831,Springfield Gardens,50.0,1,93.39189189189189
22177219,East Elmhurst,100.0,1,80.59712230215827
22178073,Jamaica Estates,135.0,1,121.16666666666667
22179082,Crown Heights,120.0,1,116.16734693877551
22179180,Williamsbridge,200.0,1,98.57692307692308
22184960,Williamsburg,99.0,1,137.40992321323094
22186387,East Village,150.0,1,159.5356283068783
22187284,Williamsburg,120.0,1,137.40992321323094
22189962,Kew Gardens,80.0,1,73.05263157894737
22190231,Maspeth,59.0,1,95.6086956521739
22190967,Murray Hill,85.0,1,197.11757901785717
22191343,Chelsea,229.0,1,188.13311841004185
22191500,Jamaica,50.0,1,88.33116883116882
22191831,Harlem,67.0,1,112.78284126547456
22192407,Midtown,200.0,1,245.98121224627874
22192417,Murray Hill,277.0,1,197.11757901785717
22192616,East New York,99.0,1,94.9917695473251
22194582,Williamsburg,320.0,1,137.40992321323094
22194993,Fort Greene,125.0,1,146.19026548672565
22195324,Williamsburg,189.0,1,137.40992321323094
22203227,East New York,120.0,1,94.9917695473251
22204167,Rego Park,135.0,1,93.78125
22205113,Washington Heights,50.0,1,91.67719002293578
22205179,Washington Heights,110.0,1,91.67719002293578
22205280,Bedford Stuyvesant,140.0,1,105.70102090422947
22205284,Borough Park,149.0,1,73.98701298701299
22206970,East Village,90.0,1,159.5356283068783
22207770,Corona,359.0,1,76.5625
22209216,Hunters Point,40.0,1,117.14079422382672
22209583,Bedford Stuyvesant,98.0,1,105.70102090422947
22213389,Bushwick,85.0,1,90.89435989256938
22213600,Bushwick,100.0,1,90.89435989256938
22214395,Rego Park,59.0,1,93.78125
22215258,Midtown,225.0,1,245.98121224627874
22217757,Bedford Stuyvesant,66.0,1,105.70102090422947
22218658,Bedford Stuyvesant,50.0,1,105.70102090422947
22221072,Bushwick,50.0,1,90.89435989256938
22224072,East Village,250.0,1,159.5356283068783
22224945,Harlem,80.0,1,112.78284126547456
22225555,Williamsburg,220.0,1,137.40992321323094
22226150,Clinton,105.0,1,165.18030573843416
22226156,Murray Hill,199.0,1,197.11757901785717
22226558,Ozone Park,125.0,1,88.29545454545455
22228935,Astoria,50.0,1,99.68881685575364
22229473,Williamsburg,300.0,1,137.40992321323094
22229755,Bushwick,89.0,1,90.89435989256938
22229793,Williamsburg,59.0,1,137.40992321323094
22230294,Flatiron District,221.0,1,294.6176373134328
22230375,Sunset Park,100.0,1,106.48186528497409
22230702,Astoria,150.0,1,99.68881685575364
22231328,Bedford Stuyvesant,275.0,1,105.70102090422947
22231453,Williamsburg,55.0,1,137.40992321323094
22231557,Williamsburg,65.0,1,137.40992321323094
22231811,Harlem,135.0,1,112.78284126547456
22232269,Flatbush,90.0,1,92.42756183745583
22241573,Chelsea,115.0,1,188.13311841004185
22241696,Midtown,105.0,1,245.98121224627874
22242334,Prospect Lefferts Gardens,69.0,1,98.17100371747212
22245492,Fort Greene,100.0,1,146.19026548672565
22250050,Sunnyside,50.0,1,91.43315508021391
22251884,Tribeca,325.0,1,274.64551810344824
22251910,Williamsburg,190.0,1,137.40992321323094
22258326,Midtown,151.0,1,245.98121224627874
22258450,Bushwick,72.0,1,90.89435989256938
22259132,Cobble Hill,145.0,1,168.36170212765958
22260983,Upper West Side,125.0,1,164.86134589041097
22261208,Rego Park,81.0,1,93.78125
22262408,East Village,115.0,1,159.5356283068783
22262982,Clinton,65.0,1,165.18030573843416
22263267,East Harlem,135.0,1,121.45999165354331
22263904,Financial District,240.0,1,208.96072712328765
22265411,Upper East Side,150.0,1,165.82365635198136
22265765,Upper East Side,150.0,1,165.82365635198136
22266183,Washington Heights,50.0,1,91.67719002293578
22266234,Clinton,329.0,1,165.18030573843416
22266875,Bedford Stuyvesant,63.0,1,105.70102090422947
22267217,East Harlem,43.0,1,121.45999165354331
22267906,Harlem,85.0,1,112.78284126547456
22268101,Greenwich Village,149.0,1,198.69137352941175
22268166,East Harlem,69.0,1,121.45999165354331
22270195,Hunters Point,150.0,1,117.14079422382672
22274854,East Village,140.0,1,159.5356283068783
22274932,Ridgewood,80.0,1,86.47692307692307
22276159,St. George,75.0,1,110.61290322580645
22276602,Williamsburg,150.0,1,137.40992321323094
22278941,Upper East Side,200.0,1,165.82365635198136
22279040,Morningside Heights,200.0,1,113.38
22280002,Bedford Stuyvesant,100.0,1,105.70102090422947
22280822,Little Italy,70.0,1,170.56605126582278
22281854,Forest Hills,83.0,1,97.65384615384616
22281888,East New York,169.0,1,94.9917695473251
22281921,Elmhurst,50.0,1,88.88461538461539
22282419,Bushwick,55.0,1,90.89435989256938
22282513,Bedford Stuyvesant,65.0,1,105.70102090422947
22282585,East Harlem,110.0,1,121.45999165354331
22289185,Midtown,199.0,1,245.98121224627874
22290340,Flatbush,95.0,1,92.42756183745583
22290967,Flushing,79.0,1,80.80463576158941
22291736,Clinton,225.0,1,165.18030573843416
22291811,Williamsburg,149.0,1,137.40992321323094
22292535,Williamsburg,85.0,1,137.40992321323094
22292617,Harlem,130.0,1,112.78284126547456
22292865,Bedford Stuyvesant,150.0,1,105.70102090422947
22294028,Harlem,80.0,1,112.78284126547456
22294283,Upper East Side,245.0,1,165.82365635198136
22294357,Upper East Side,135.0,1,165.82365635198136
22294649,Park Slope,190.0,1,156.9579831932773
22295038,Brownsville,100.0,1,86.61538461538461
22295848,Astoria,120.0,1,99.68881685575364
22301670,Cobble Hill,125.0,1,168.36170212765958
22302452,Prospect Heights,70.0,1,138.7037037037037
22303888,Prospect Lefferts Gardens,65.0,1,98.17100371747212
22303956,Greenpoint,195.0,1,136.96753246753246
22304458,Williamsburg,225.0,1,137.40992321323094
22304644,Fort Greene,57.0,1,146.19026548672565
22305896,Bedford Stuyvesant,149.0,1,105.70102090422947
22307800,Gravesend,59.0,1,94.18518518518519
22309616,East Village,42.0,1,159.5356283068783
22309710,East Elmhurst,125.0,1,80.59712230215827
22309943,Bedford Stuyvesant,59.0,1,105.70102090422947
22310190,East Village,199.0,1,159.5356283068783
22312190,Chelsea,84.0,1,188.13311841004185
22321716,Jackson Heights,105.0,1,84.96694214876032
22322326,Clinton,65.0,1,165.18030573843416
22323325,Williamsburg,125.0,1,137.40992321323094
22324705,Gramercy,249.0,1,168.1011574074074
22325426,East Elmhurst,45.0,1,80.59712230215827
22325453,Harlem,150.0,1,112.78284126547456
22327622,Bedford Stuyvesant,55.0,1,105.70102090422947
22327744,Maspeth,45.0,1,95.6086956521739
22328089,Bushwick,49.0,1,90.89435989256938
22328689,Greenpoint,95.0,1,136.96753246753246
22329791,Clinton,180.0,1,165.18030573843416
22336218,Greenpoint,100.0,1,136.96753246753246
22336299,Cobble Hill,112.0,1,168.36170212765958
22338292,Sunnyside,80.0,1,91.43315508021391
22338296,Upper East Side,200.0,1,165.82365635198136
22338304,Gramercy,100.0,1,168.1011574074074
22338850,Bushwick,45.0,1,90.89435989256938
22339218,Bushwick,60.0,1,90.89435989256938
22339390,East Village,65.0,1,159.5356283068783
22339430,Bushwick,75.0,1,90.89435989256938
22339572,Bushwick,64.0,1,90.89435989256938
22339698,East Flatbush,120.0,1,91.9221183800623
22339757,Bushwick,67.0,1,90.89435989256938
22340093,Upper East Side,150.0,1,165.82365635198136
22340384,Brownsville,175.0,1,86.61538461538461
22340808,Midtown,365.0,1,245.98121224627874
22341035,Jamaica,59.0,1,88.33116883116882
22341308,Greenpoint,121.0,1,136.96753246753246
22342382,Astoria,50.0,1,99.68881685575364
22342547,Springfield Gardens,95.0,1,93.39189189189189
22343079,Prospect Lefferts Gardens,75.0,1,98.17100371747212
22343658,Williamsburg,55.0,1,137.40992321323094
22343909,Bedford Stuyvesant,110.0,1,105.70102090422947
22343961,Williamsburg,250.0,1,137.40992321323094
22344483,Greenpoint,125.0,1,136.96753246753246
22345271,Lower East Side,185.0,1,158.55794867075664
22345676,Bedford Stuyvesant,104.0,1,105.70102090422947
22346131,Astoria,135.0,1,99.68881685575364
22346441,Jamaica,79.0,1,88.33116883116882
22350243,Woodside,75.0,1,95.76068376068376
22352661,Williamsburg,135.0,1,137.40992321323094
22352928,Clinton Hill,200.0,1,139.83703703703705
22354307,SoHo,190.0,1,197.69398796296298
22354598,Murray Hill,111.0,1,197.11757901785717
22356843,Clinton,140.0,1,165.18030573843416
22356845,Downtown,80.0,1,169.38709677419354
22357450,Williamsburg,179.0,1,137.40992321323094
22358421,Upper East Side,110.0,1,165.82365635198136
22359767,Bushwick,250.0,1,90.89435989256938
22361100,Clinton,275.0,1,165.18030573843416
22361604,East New York,80.0,1,94.9917695473251
22361893,Williamsburg,118.0,1,137.40992321323094
22362691,Glendale,60.0,1,104.23333333333333
22363371,Jamaica,57.0,1,88.33116883116882
22370132,Harlem,120.0,1,112.78284126547456
22370339,Flatbush,64.0,1,92.42756183745583
22370388,Financial District,271.0,1,208.96072712328765
22373128,Norwood,187.0,1,78.78933333333333
22373272,Crown Heights,300.0,1,116.16734693877551
22374327,Clinton,100.0,1,165.18030573843416
22374799,Flatlands,117.0,1,99.53703703703704
22376064,Bedford Stuyvesant,95.0,1,105.70102090422947
22376093,Williamsburg,160.0,1,137.40992321323094
22376903,Sunset Park,109.0,1,106.48186528497409
22376920,Midtown,160.0,1,245.98121224627874
22376956,Midtown,330.0,1,245.98121224627874
22378688,Hunters Point,50.0,1,117.14079422382672
22382863,Williamsburg,140.0,1,137.40992321323094
22384473,Midtown,185.0,1,245.98121224627874
22384717,Inwood,50.0,1,91.49193548387096
22384915,Flatbush,45.0,1,92.42756183745583
22386804,Clinton,110.0,1,165.18030573843416
22387260,Concourse,140.0,1,76.29629629629629
22387338,Clinton Hill,120.0,1,139.83703703703705
22387499,Bushwick,125.0,1,90.89435989256938
22389035,Sunnyside,68.0,1,91.43315508021391
22389071,Clinton,199.0,1,165.18030573843416
22389296,Sunnyside,76.0,1,91.43315508021391
22390755,Bushwick,48.0,1,90.89435989256938
22400254,Richmond Hill,40.0,1,92.56060606060606
22400368,Longwood,60.0,1,76.08823529411765
22400476,Carroll Gardens,53.0,1,151.22549019607843
22400510,Carroll Gardens,120.0,1,151.22549019607843
22400568,Astoria,150.0,1,99.68881685575364
22401048,Carroll Gardens,59.0,1,151.22549019607843
22401504,East New York,99.0,1,94.9917695473251
22403335,Clinton Hill,149.0,1,139.83703703703705
22404730,Harlem,159.0,1,112.78284126547456
22406109,Harlem,90.0,1,112.78284126547456
22406991,Flushing,50.0,1,80.80463576158941
22409383,Gowanus,349.0,1,145.79365079365078
22409448,Harlem,120.0,1,112.78284126547456
22411635,Williamsburg,80.0,1,137.40992321323094
22417648,Lower East Side,119.0,1,158.55794867075664
22419249,Crown Heights,110.0,1,116.16734693877551
22419930,Hunters Point,99.0,1,117.14079422382672
22420304,Westerleigh,40.0,1,71.5
22421636,Astoria,130.0,1,99.68881685575364
22423659,Astoria,60.0,1,99.68881685575364
22425516,East Village,92.0,1,159.5356283068783
22431770,Flatiron District,129.0,1,294.6176373134328
22432585,East Harlem,95.0,1,121.45999165354331
22433073,Bushwick,125.0,1,90.89435989256938
22433291,Harlem,65.0,1,112.78284126547456
22434082,West Village,225.0,1,200.29409194078949
22434380,Chinatown,68.0,1,153.70858168316832
22435019,Harlem,180.0,1,112.78284126547456
22436287,Clinton Hill,108.0,1,139.83703703703705
22436581,Harlem,68.0,1,112.78284126547456
22440046,East Village,125.0,1,159.5356283068783
22445969,Murray Hill,150.0,1,197.11757901785717
22446479,Williamsburg,50.0,1,137.40992321323094
22446568,East Village,199.0,1,159.5356283068783
22448088,Upper East Side,80.0,1,165.82365635198136
22448487,Bedford Stuyvesant,139.0,1,105.70102090422947
22449860,Bedford Stuyvesant,225.0,1,105.70102090422947
22450143,Bushwick,55.0,1,90.89435989256938
22450373,West Brighton,99.0,1,68.2
22451363,Morningside Heights,145.0,1,113.38
22451798,Bedford Stuyvesant,75.0,1,105.70102090422947
22452278,Carroll Gardens,150.0,1,151.22549019607843
22452728,Astoria,70.0,1,99.68881685575364
22453527,Gramercy,150.0,1,168.1011574074074
22454397,East Village,78.0,1,159.5356283068783
22455153,Midtown,220.0,1,245.98121224627874
22455181,East Village,90.0,1,159.5356283068783
22455806,East Elmhurst,40.0,1,80.59712230215827
22462752,Lower East Side,240.0,1,158.55794867075664
22463757,Bedford Stuyvesant,170.0,1,105.70102090422947
22464295,Lower East Side,250.0,1,158.55794867075664
22465657,Lower East Side,220.0,1,158.55794867075664
22466315,Lower East Side,170.0,1,158.55794867075664
22466537,Bushwick,90.0,1,90.89435989256938
22470443,East Elmhurst,59.0,1,80.59712230215827
22471587,Flatlands,100.0,1,99.53703703703704
22472801,Howard Beach,80.0,1,126.08333333333333
22477305,Upper East Side,235.0,1,165.82365635198136
22477997,Bushwick,55.0,1,90.89435989256938
22478609,Midtown,140.0,1,245.98121224627874
22479006,Fort Greene,260.0,1,146.19026548672565
22479963,Bedford Stuyvesant,78.0,1,105.70102090422947
22480137,Midtown,208.0,1,245.98121224627874
22481246,Clinton,250.0,1,165.18030573843416
22482376,Lower East Side,101.0,1,158.55794867075664
22483110,Greenwood,100.0,1,135.74666666666667
22483574,Bushwick,79.0,1,90.89435989256938
22483585,Columbia Street Waterfront District,190.0,1,141.8181818181818
22483942,Bushwick,69.0,1,90.89435989256938
22484006,Hunters Point,44.0,1,117.14079422382672
22485639,Upper East Side,140.0,1,165.82365635198136
22485685,Upper East Side,140.0,1,165.82365635198136
22486540,Flatbush,50.0,1,92.42756183745583
22489858,Upper East Side,140.0,1,165.82365635198136
22491853,Morningside Heights,75.0,1,113.38
22494825,Mott Haven,140.0,1,86.87978260869565
22495122,Inwood,125.0,1,91.49193548387096
22495520,Midtown,125.0,1,245.98121224627874
22496369,Harlem,60.0,1,112.78284126547456
22503055,Upper East Side,350.0,1,165.82365635198136
22503477,Bedford Stuyvesant,60.0,1,105.70102090422947
22503885,Harlem,95.0,1,112.78284126547456
22505049,East Flatbush,40.0,1,91.9221183800623
22511108,Stapleton,95.0,1,88.80952380952381
22513363,Greenpoint,75.0,1,136.96753246753246
22514364,East Harlem,50.0,1,121.45999165354331
22514608,Harlem,105.0,1,112.78284126547456
22515329,East Harlem,100.0,1,121.45999165354331
22515792,Bedford Stuyvesant,89.0,1,105.70102090422947
22516600,Bedford Stuyvesant,50.0,1,105.70102090422947
22518038,Brooklyn Heights,300.0,1,167.45
22518123,Jamaica Estates,85.0,1,121.16666666666667
22522733,Williamsburg,80.0,1,137.40992321323094
22527937,Clinton,65.0,1,165.18030573843416
22529131,Lower East Side,180.0,1,158.55794867075664
22529259,Bedford Stuyvesant,111.0,1,105.70102090422947
22530764,East Flatbush,90.0,1,91.9221183800623
22531031,East Flatbush,89.0,1,91.9221183800623
22531696,Midtown,255.0,1,245.98121224627874
22531866,Williamsburg,44.0,1,137.40992321323094
22533156,East Flatbush,75.0,1,91.9221183800623
22535503,Bedford Stuyvesant,72.0,1,105.70102090422947
22542091,Bushwick,75.0,1,90.89435989256938
22543433,Crown Heights,350.0,1,116.16734693877551
22544160,Fordham,80.0,1,71.32352941176471
22545117,Bushwick,108.0,1,90.89435989256938
22545840,Fordham,40.0,1,71.32352941176471
22550483,Chelsea,88.0,1,188.13311841004185
22553501,Midtown,70.0,1,245.98121224627874
22561496,Kingsbridge,145.0,1,79.10526315789474
22563782,Greenpoint,150.0,1,136.96753246753246
22567255,Bedford Stuyvesant,70.0,1,105.70102090422947
22567430,East Flatbush,89.0,1,91.9221183800623
22569493,Crown Heights,180.0,1,116.16734693877551
22569600,Battery Park,94.0,1,234.13179444444444
22570065,Gramercy,150.0,1,168.1011574074074
22571028,Williamsburg,125.0,1,137.40992321323094
22571045,Bayside,69.0,1,113.04545454545455
22571719,Midtown,170.0,1,245.98121224627874
22572314,Williamsburg,105.0,1,137.40992321323094
22574255,Flatbush,54.0,1,92.42756183745583
22575619,Bushwick,69.0,1,90.89435989256938
22579760,Forest Hills,78.0,1,97.65384615384616
22580951,Bedford Stuyvesant,179.0,1,105.70102090422947
22582841,Bushwick,245.0,1,90.89435989256938
22583959,Harlem,100.0,1,112.78284126547456
22584204,Lower East Side,160.0,1,158.55794867075664
22586352,East Village,280.0,1,159.5356283068783
22587295,Boerum Hill,175.0,1,163.14814814814815
22587700,Williamsburg,100.0,1,137.40992321323094
22588755,Williamsburg,80.0,1,137.40992321323094
22594239,Sunset Park,185.0,1,106.48186528497409
22599828,Cobble Hill,140.0,1,168.36170212765958
22600713,Lower East Side,140.0,1,158.55794867075664
22601249,Hunters Point,95.0,1,117.14079422382672
22602979,Crown Heights,49.0,1,116.16734693877551
22605114,Bedford Stuyvesant,58.0,1,105.70102090422947
22609027,Upper West Side,175.0,1,164.86134589041097
22614476,Murray Hill,100.0,1,197.11757901785717
22618993,Bushwick,55.0,1,90.89435989256938
22619073,Harlem,95.0,1,112.78284126547456
22629696,Bedford Stuyvesant,100.0,1,105.70102090422947
22630194,Canarsie,40.0,1,96.925
22631779,Astoria,55.0,1,99.68881685575364
22632338,Canarsie,120.0,1,96.925
22635959,Glendale,45.0,1,104.23333333333333
22636145,Sunnyside,60.0,1,91.43315508021391
22636548,Inwood,225.0,1,91.49193548387096
22639188,Clinton,200.0,1,165.18030573843416
22647656,Midtown,100.0,1,245.98121224627874
22649404,Tompkinsville,65.0,1,88.44827586206897
22651032,Queens Village,45.0,1,85.65853658536585
22652358,Sheepshead Bay,50.0,1,92.61797752808988
22652572,Gowanus,125.0,1,145.79365079365078
22655068,Gramercy,100.0,1,168.1011574074074
22656433,Bedford Stuyvesant,169.0,1,105.70102090422947
22657560,Financial District,225.0,1,208.96072712328765
22665286,Sunnyside,200.0,1,91.43315508021391
22667271,Bushwick,71.0,1,90.89435989256938
22670614,Williamsburg,70.0,1,137.40992321323094
22672271,Bedford Stuyvesant,69.0,1,105.70102090422947
22672516,East Village,155.0,1,159.5356283068783
22673257,Midtown,165.0,1,245.98121224627874
22674576,Upper East Side,90.0,1,165.82365635198136
22675757,Canarsie,55.0,1,96.925
22676015,Hunters Point,150.0,1,117.14079422382672
22683699,Harlem,95.0,1,112.78284126547456
22683927,Chelsea,150.0,1,188.13311841004185
22686497,Bedford Stuyvesant,130.0,1,105.70102090422947
22689214,Bedford Stuyvesant,55.0,1,105.70102090422947
22689939,East Village,135.0,1,159.5356283068783
22697211,Cobble Hill,100.0,1,168.36170212765958
22698090,Brighton Beach,76.0,1,94.54347826086956
22698756,Bedford Stuyvesant,97.0,1,105.70102090422947
22699135,East Harlem,175.0,1,121.45999165354331
22699847,Bedford Stuyvesant,150.0,1,105.70102090422947
22701969,Crown Heights,45.0,1,116.16734693877551
22702906,Boerum Hill,160.0,1,163.14814814814815
22703004,Ridgewood,60.0,1,86.47692307692307
22703468,Clinton,300.0,1,165.18030573843416
22703920,Canarsie,55.0,1,96.925
22705059,Washington Heights,99.0,1,91.67719002293578
22705115,Canarsie,90.0,1,96.925
22706231,Longwood,40.0,1,76.08823529411765
22706343,Flushing,54.0,1,80.80463576158941
22712478,Williamsburg,138.0,1,137.40992321323094
22713035,Bushwick,66.0,1,90.89435989256938
22714571,Clinton,109.0,1,165.18030573843416
22714688,Bay Ridge,110.0,1,106.52380952380952
22715051,Bedford Stuyvesant,119.0,1,105.70102090422947
22717766,Bedford Stuyvesant,58.0,1,105.70102090422947
22717838,Bedford Stuyvesant,85.0,1,105.70102090422947
22719709,East New York,68.0,1,94.9917695473251
22723461,Harlem,90.0,1,112.78284126547456
22729984,Harlem,90.0,1,112.78284126547456
22730139,Arden Heights,75.0,1,76.0
22730298,Prospect Lefferts Gardens,130.0,1,98.17100371747212
22732004,Williamsburg,100.0,1,137.40992321323094
22733533,Williamsburg,345.0,1,137.40992321323094
22734483,Upper East Side,150.0,1,165.82365635198136
22734514,Astoria,80.0,1,99.68881685575364
22735497,East Harlem,100.0,1,121.45999165354331
22737164,Financial District,120.0,1,208.96072712328765
22745460,Harlem,48.0,1,112.78284126547456
22746971,Crown Heights,175.0,1,116.16734693877551
22747209,Canarsie,95.0,1,96.925
22747377,Bedford Stuyvesant,40.0,1,105.70102090422947
22748332,Gramercy,339.0,1,168.1011574074074
22749967,Bedford Stuyvesant,79.0,1,105.70102090422947
22750161,Springfield Gardens,50.0,1,93.39189189189189
22751480,Inwood,40.0,1,91.49193548387096
22751525,Harlem,85.0,1,112.78284126547456
22751606,Greenwood,129.0,1,135.74666666666667
22751906,Bedford Stuyvesant,105.0,1,105.70102090422947
22753775,NoHo,265.0,1,214.89655172413794
22756078,Bushwick,69.0,1,90.89435989256938
22759494,Bushwick,250.0,1,90.89435989256938
22761054,Midtown,120.0,1,245.98121224627874
22764944,Washington Heights,52.0,1,91.67719002293578
22766857,Jamaica,130.0,1,88.33116883116882
22767004,Windsor Terrace,45.0,1,126.875
22767598,Tribeca,150.0,1,274.64551810344824
22770321,East New York,80.0,1,94.9917695473251
22770827,Gramercy,200.0,1,168.1011574074074
22770831,Richmond Hill,50.0,1,92.56060606060606
22771871,Mott Haven,150.0,1,86.87978260869565
22785118,Bedford Stuyvesant,125.0,1,105.70102090422947
22786489,Flushing,140.0,1,80.80463576158941
22786958,Chelsea,220.0,1,188.13311841004185
22792652,Upper East Side,79.0,1,165.82365635198136
22792711,Ridgewood,90.0,1,86.47692307692307
22793472,Prospect Heights,69.0,1,138.7037037037037
22794168,Harlem,49.0,1,112.78284126547456
22794719,Norwood,50.0,1,78.78933333333333
